index;Revenue;"Revenue Growth";"Gross Profit";"Gross Margin ";"Operating Profit";"Operating Margin ";"Earnings Per Share";"EPS Growth";"Dividends Per Share";"Dividend Growth";"Return on Assets";"Return on Equity";"Return on Invested Capital";ISIN;ticker
2019;43;28.7;15;34.9;-2;-5.5;-0.26;91.4;;;-12.8;-76.5;-25.4;FI4000415252;ENEDO:FI
2020;38;-11.1;13;33.0;-4;-10.3;-0.30;-16.7;;;-19.0;-757.9;-36.2;FI4000415252;ENEDO:FI
2021;36;-5.3;12;32.9;-6;-16.3;-0.08;73.3;;;-14.8;-362.8;-30.0;FI4000415252;ENEDO:FI
2016;37;-;30;81.1;4;10.6;0.52;-;;;-;-;-;FI4000301585;ESENSE:FI
2017;48;30.0;23;49.0;2;3.6;0.22;-57.6;;;7.5;30.0;14.2;FI4000301585;ESENSE:FI
2018;48;0.2;21;43.5;-2;-3.6;-0.24;-209.1;;;-11.5;-33.3;-21.6;FI4000301585;ESENSE:FI
2019;58;20.8;25;43.4;-2;-3.3;-0.36;-50.0;;;-10.8;-27.7;-20.3;FI4000301585;ESENSE:FI
2020;147;154.0;19;12.8;4;2.8;0.27;175.0;;;3.0;16.8;7.7;FI4000301585;ESENSE:FI
2021;239;62.2;28;11.8;-1;-0.3;0.35;29.6;;;3.3;12.8;7.2;FI4000301585;ESENSE:FI
2012;76;-10.7;46;60.5;6;7.8;0.17;-74.6;0.50;100.0;3.7;6.1;4.9;FI0009007306;EXL1V:FI
2013;69;-8.8;43;62.4;5;7.0;0.26;52.9;0.80;60.0;6.2;11.3;8.2;FI0009007306;EXL1V:FI
2014;79;14.4;50;63.2;9;11.8;0.48;84.6;-;-100.0;11.3;21.7;16.1;FI0009007306;EXL1V:FI
2015;80;1.2;50;62.6;4;5.5;0.24;-50.0;0.20;-;5.3;9.4;7.6;FI0009007306;EXL1V:FI
2016;73;-8.9;44;60.3;1;1.2;0.02;-91.7;0.22;10.0;0.4;0.7;0.5;FI0009007306;EXL1V:FI
2017;86;18.0;52;60.4;6;7.0;0.36;1,700.0;0.10;-54.5;7.2;15.1;10.2;FI0009007306;EXL1V:FI
2018;97;12.0;58;59.9;4;3.9;0.03;-91.7;0.30;200.0;0.6;1.4;0.8;FI0009007306;EXL1V:FI
2019;104;7.4;62;60.1;5;5.0;0.20;566.7;0.18;-40.0;3.0;9.2;4.1;FI0009007306;EXL1V:FI
2020;109;4.6;66;60.6;10;8.8;0.45;125.0;0.18;-;5.9;19.5;8.1;FI0009007306;EXL1V:FI
2021;134;23.7;71;52.7;6;4.1;0.14;-68.9;0.20;11.1;1.6;5.6;2.2;FI0009007306;EXL1V:FI
2012;116;-3.4;68;58.7;-6;-5.5;-0.75;-42.8;-;-;-13.0;-53.4;-20.2;FI4000369657;GLA1V:FI
2013;122;5.7;70;57.5;2;1.4;0.04;105.0;-;-;0.9;3.2;1.5;FI4000369657;GLA1V:FI
2014;110;-10.2;67;60.9;11;9.7;0.04;-;0.04;-;0.9;2.3;1.6;FI4000369657;GLA1V:FI
2015;123;12.4;69;56.1;6;4.8;-0.26;-805.4;0.08;102.7;-12.0;-31.5;-23.6;FI4000369657;GLA1V:FI
2016;107;-13.2;57;53.3;1;1.4;0.02;107.3;0.04;-50.7;1.0;2.8;2.0;FI4000369657;GLA1V:FI
2017;110;2.4;58;52.9;4;3.3;0.05;173.7;-;-100.0;2.7;7.2;5.1;FI4000369657;GLA1V:FI
2018;101;-7.8;51;50.0;2;2.4;0.04;-21.2;0.04;-;2.1;5.7;3.9;FI4000369657;GLA1V:FI
2019;181;79.0;94;51.9;-2;-1.3;-0.09;-317.1;0.02;-40.5;-4.1;-11.6;-7.0;FI4000369657;GLA1V:FI
2020;170;-6.0;89;52.5;-2;-1.0;-0.07;27.0;0.02;-9.1;-2.6;-7.7;-4.4;FI4000369657;GLA1V:FI
2021;183;7.4;101;55.1;2;1.2;0.01;120.0;0.02;-;0.5;1.6;0.9;FI4000369657;GLA1V:FI
2012;46;-15.9;19;42.1;-3;-5.5;-0.90;-629.4;-;-100.0;-11.8;-27.7;-22.9;FI0009900104;HONBS:FI
2013;48;4.5;18;37.9;-1;-3.1;-0.32;64.4;-;-;-4.6;-12.9;-7.8;FI0009900104;HONBS:FI
2014;46;-5.8;14;31.3;-2;-4.8;-0.40;-25.0;-;-;-6.3;-19.7;-10.1;FI0009900104;HONBS:FI
2015;39;-14.1;14;35.1;-1;-2.0;-0.23;42.5;-;-;-4.1;-13.0;-6.4;FI0009900104;HONBS:FI
2016;36;-7.7;13;35.7;-1;-3.3;-0.29;-26.1;-;-;-6.4;-19.6;-10.3;FI0009900104;HONBS:FI
2017;43;20.3;15;34.4;2;4.2;0.15;151.7;-;-;4.1;11.1;7.1;FI0009900104;HONBS:FI
2018;49;12.6;16;32.9;2;4.0;0.20;33.3;-;-;5.4;12.3;9.6;FI0009900104;HONBS:FI
2019;48;-2.7;17;36.5;4;7.4;0.40;100.0;-;-;9.4;20.5;15.8;FI0009900104;HONBS:FI
2020;53;11.2;18;34.7;3;5.9;0.48;20.0;-;-;9.3;20.7;15.9;FI0009900104;HONBS:FI
2021;70;31.7;20;29.2;3;4.9;0.56;16.7;0.18;-;9.3;21.0;17.5;FI0009900104;HONBS:FI
2012;19;9.4;6;32.3;1;3.3;0.02;-37.5;-;;2.2;3.4;3.2;FI0009007637;IFA1V:FI
2013;33;73.7;11;32.4;2;6.9;0.04;186.7;-;;4.1;8.4;6.0;FI0009007637;IFA1V:FI
2014;44;34.1;13;30.7;3;6.6;0.05;11.6;-;;3.3;7.4;4.8;FI0009007637;IFA1V:FI
2015;44;1.4;15;32.7;3;5.7;0.05;-;-;;3.4;6.6;4.6;FI0009007637;IFA1V:FI
2016;60;34.1;18;30.6;2;3.9;0.05;-2.1;-;;2.9;6.5;4.2;FI0009007637;IFA1V:FI
2017;66;10.1;18;27.8;-1;-2.2;-0.04;-176.6;-;;-2.1;-5.3;-3.2;FI0009007637;IFA1V:FI
2018;63;-3.8;56;89.2;-4;-6.1;-0.09;-144.4;-;;-5.8;-13.8;-8.4;FI0009007637;IFA1V:FI
2019;64;1.7;19;30.3;1;1.2;0.01;112.5;-;;0.8;1.9;1.1;FI0009007637;IFA1V:FI
2020;66;3.1;21;31.8;3;3.8;0.05;327.3;-;;3.1;7.7;4.7;FI0009007637;IFA1V:FI
2021;66;0.3;19;29.2;7;9.8;0.12;157.4;0.04;;8.4;18.4;12.7;FI0009007637;IFA1V:FI
2012;1;6.2;1;100.0;0;9.0;0.15;350.0;0.10;-;4.0;4.9;4.5;FI0009900559;INVEST:FI
2013;1;2.3;1;100.0;0;1.7;0.04;-73.3;0.10;-;1.1;1.5;1.2;FI0009900559;INVEST:FI
2014;1;13.6;0;64.0;0;20.5;0.46;1,050.0;0.10;-;9.7;13.2;10.2;FI0009900559;INVEST:FI
2015;1;91.2;1;68.1;1;40.1;1.80;291.3;0.10;-;18.8;29.3;20.0;FI0009900559;INVEST:FI
2016;3;117.9;2;63.6;1;42.9;1.12;-37.8;0.17;70.0;10.1;18.6;10.7;FI0009900559;INVEST:FI
2017;6;105.8;3;47.3;2;33.8;1.20;7.1;0.19;11.8;8.5;14.9;8.9;FI0009900559;INVEST:FI
2018;8;28.3;4;50.3;3;40.9;0.41;-65.8;-;-100.0;3.0;5.2;3.1;FI0009900559;INVEST:FI
2019;11;38.5;6;54.3;5;46.0;0.27;-34.1;0.23;-;1.5;3.0;1.5;FI0009900559;INVEST:FI
2020;9;-17.4;4;47.1;3;32.6;-0.37;-237.0;0.02;-91.3;-2.2;-4.4;-2.2;FI0009900559;INVEST:FI
2021;10;3.2;4;38.9;2;19.6;-0.10;73.0;0.27;1,250.0;-1.0;-1.7;-1.0;FI0009900559;INVEST:FI
2012;40;-8.6;19;47.5;0;0.8;0.03;-94.7;0.25;-16.7;0.4;0.8;0.4;FI0009900237;KELAS:FI
2013;45;11.7;20;45.1;1;2.6;0.24;700.0;0.03;-88.0;2.6;6.6;3.3;FI0009900237;KELAS:FI
2014;45;0.5;19;41.7;1;1.3;0.05;-79.2;0.10;233.3;0.5;1.3;0.6;FI0009900237;KELAS:FI
2015;40;-11.0;16;40.7;-1;-3.2;-0.53;-1,160.0;0.05;-50.0;-5.2;-15.3;-6.4;FI0009900237;KELAS:FI
2016;42;4.7;18;42.7;1;2.2;0.11;120.8;-;-100.0;1.1;3.4;1.4;FI0009900237;KELAS:FI
2017;43;1.7;18;43.1;1;3.0;0.25;127.3;0.10;-;2.6;7.5;3.5;FI0009900237;KELAS:FI
2018;45;5.5;19;42.4;2;4.9;0.36;44.0;0.10;-;3.8;10.1;5.1;FI0009900237;KELAS:FI
2019;47;5.1;20;41.9;2;3.3;0.28;-22.2;0.15;50.0;2.9;7.5;3.9;FI0009900237;KELAS:FI
2020;40;-16.3;16;41.0;1;1.4;0.09;-67.9;0.15;-;1.0;2.4;1.3;FI0009900237;KELAS:FI
2021;45;14.7;19;41.2;2;4.8;-;-100.0;-;-100.0;5.1;12.5;7.0;FI0009900237;KELAS:FI
2020;235;-;55;23.2;9;3.9;0.86;-;-;;-;-;-;FI4000476866;KREATE:FI
2021;238;1.0;56;23.4;10;4.1;0.80;-7.4;0.44;;6.7;20.4;10.7;FI4000476866;KREATE:FI
2012;106;-2.2;78;73.4;16;15.3;0.88;-33.3;0.60;-25.0;8.4;16.5;10.7;FI0009007546;KSLAV:FI
2013;150;41.2;104;69.2;13;8.6;0.43;-51.1;0.55;-8.3;3.2;7.9;4.1;FI0009007546;KSLAV:FI
2014;158;5.1;107;67.9;14;8.7;0.79;83.7;0.40;-27.3;5.0;14.0;6.3;FI0009007546;KSLAV:FI
2015;150;-5.0;103;68.6;13;8.4;0.70;-11.4;0.46;15.0;4.5;11.6;5.7;FI0009007546;KSLAV:FI
2016;152;1.5;106;70.0;10;6.7;0.74;5.7;0.46;-;4.6;11.3;5.8;FI0009007546;KSLAV:FI
2017;174;14.5;125;72.0;14;8.0;1.35;82.4;0.50;8.7;8.0;18.5;10.2;FI0009007546;KSLAV:FI
2018;166;-4.6;118;71.3;7;4.3;0.51;-62.2;0.70;40.0;3.1;6.8;4.0;FI0009007546;KSLAV:FI
2019;231;39.1;167;72.1;14;6.0;1.23;141.2;0.63;-10.0;6.8;16.7;9.5;FI0009007546;KSLAV:FI
2020;207;-10.5;147;71.3;8;3.8;2.03;65.0;0.75;19.0;9.5;24.0;13.5;FI0009007546;KSLAV:FI
2021;212;2.3;158;74.6;12;5.9;0.69;-66.0;1.00;33.3;3.2;7.5;4.4;FI0009007546;KSLAV:FI
2013;113;-;90;79.5;9;8.1;0.10;-;-;-;-;-;-;FI4000081138;LEHTO:FI
2014;171;50.8;117;68.7;6;3.4;0.05;-50.0;-;-;3.4;17.0;15.4;FI4000081138;LEHTO:FI
2015;276;61.1;182;66.1;27;9.6;0.43;775.5;-;-;17.9;85.1;62.0;FI4000081138;LEHTO:FI
2016;362;31.3;253;69.8;40;11.1;0.49;13.5;-;-;16.1;42.8;34.9;FI4000081138;LEHTO:FI
2017;598;65.2;398;66.6;63;10.6;0.73;49.1;0.18;-;17.3;38.8;32.3;FI4000081138;LEHTO:FI
2018;721;20.7;505;70.0;35;4.8;0.40;-44.4;0.28;54.4;7.1;18.3;12.3;FI4000081138;LEHTO:FI
2019;668;-7.5;71;10.7;-41;-6.1;-0.51;-226.2;0.20;-29.5;-7.8;-26.0;-12.4;FI4000081138;LEHTO:FI
2020;545;-18.4;89;16.3;1;0.2;-0.12;76.5;-;-100.0;-2.0;-7.0;-3.1;FI4000081138;LEHTO:FI
2021;436;-20.0;64;14.8;-23;-5.2;-0.37;-208.3;-;-;-8.7;-30.4;-14.2;FI4000081138;LEHTO:FI
2012;143;9.2;69;48.3;-1;-0.7;-0.51;-230.8;0.45;-;-3.1;-7.2;-4.7;FI0009900385;MARAS:FI
2013;132;-7.3;61;46.3;-3;-2.4;-1.03;-102.0;0.20;-55.6;-6.8;-17.4;-10.7;FI0009900385;MARAS:FI
2014;136;2.7;62;45.6;0;0.1;-0.18;82.5;-;-100.0;-1.3;-3.4;-2.0;FI0009900385;MARAS:FI
2015;133;-2.3;58;44.0;4;3.0;0.61;438.9;0.10;-;4.5;11.6;7.5;FI0009900385;MARAS:FI
2016;129;-2.8;57;43.8;6;4.6;0.81;32.8;0.25;150.0;5.9;13.9;9.9;FI0009900385;MARAS:FI
2017;110;-15.2;47;42.6;1;0.7;-0.15;-118.5;0.37;48.0;-1.1;-2.7;-1.8;FI0009900385;MARAS:FI
2018;103;-5.9;42;40.7;-3;-2.9;-0.57;-280.0;0.32;-13.5;-4.4;-11.4;-7.3;FI0009900385;MARAS:FI
2019;106;3.0;43;40.0;-2;-2.2;-0.61;-7.0;0.10;-68.8;-4.8;-14.6;-9.0;FI0009900385;MARAS:FI
2020;88;-16.8;36;40.2;-4;-4.9;-1.16;-90.2;-;-100.0;-8.9;-34.7;-18.6;FI0009900385;MARAS:FI
2021;92;4.0;38;40.9;-2;-1.7;-0.53;54.3;-;-;-4.6;-21.3;-10.6;FI0009900385;MARAS:FI
2012;13;0.4;5;37.9;1;6.3;0.13;-31.2;-;-;10.9;19.4;19.2;FI0009008387;NIXU:FI
2013;12;-10.9;4;34.0;0;3.9;0.07;-46.2;-;-;5.7;9.4;9.3;FI0009008387;NIXU:FI
2014;17;41.5;7;39.5;2;13.0;0.15;114.3;-;-;7.9;16.2;11.9;FI0009008387;NIXU:FI
2015;18;6.2;7;36.7;2;10.9;0.11;-26.7;0.08;-;4.2;8.8;5.9;FI0009008387;NIXU:FI
2016;21;19.3;8;36.0;0;2.0;0.01;-90.9;0.09;12.5;0.3;0.7;0.5;FI0009008387;NIXU:FI
2017;32;50.2;12;38.2;0;1.5;-0.03;-400.0;-;-100.0;-0.6;-1.3;-0.9;FI0009008387;NIXU:FI
2018;40;24.3;14;34.7;-1;-2.7;-0.27;-800.0;-;-;-5.6;-11.0;-7.7;FI0009008387;NIXU:FI
2019;51;27.5;16;30.8;-1;-2.0;-0.48;-77.8;-;-;-9.4;-21.8;-14.5;FI0009008387;NIXU:FI
2020;53;4.1;14;25.4;1;1.4;-0.25;47.9;-;-;-4.5;-12.5;-8.0;FI0009008387;NIXU:FI
2021;52;-2.7;13;25.1;-0;-0.9;-0.13;48.0;-;-;-2.4;-7.3;-4.9;FI0009008387;NIXU:FI
2012;78;2.3;28;35.4;5;6.2;0.03;126.4;;;1.0;2.4;1.2;FI0009900187;NLG1V:FI
2013;64;-18.6;19;30.2;-1;-2.3;-0.18;-739.3;;;-6.5;-16.4;-7.9;FI0009900187;NLG1V:FI
2014;53;-17.3;17;31.7;1;2.5;-0.12;34.1;;;-5.4;-17.7;-7.3;FI0009900187;NLG1V:FI
2015;50;-4.5;13;25.6;-2;-4.4;-0.19;-56.8;;;-9.5;-49.3;-13.3;FI0009900187;NLG1V:FI
2016;50;-0.9;13;25.1;-1;-2.1;-0.24;-29.7;;;-7.5;-49.6;-10.6;FI0009900187;NLG1V:FI
2017;76;51.6;13;16.6;2;2.2;-0.04;83.3;;;-2.6;-11.1;-3.6;FI0009900187;NLG1V:FI
2018;79;4.1;11;14.2;0;0.2;-0.20;-400.0;;;-19.8;-63.3;-27.7;FI0009900187;NLG1V:FI
2019;69;-12.1;0;0.2;-9;-12.3;-0.29;-45.0;;;-27.6;-184.9;-35.8;FI0009900187;NLG1V:FI
2020;81;16.4;7;8.9;-0;-0.3;-0.09;69.0;;;-7.0;-56.5;-7.8;FI0009900187;NLG1V:FI
2021;141;75.0;22;15.6;9;6.6;0.15;266.7;;;16.0;59.6;17.5;FI0009900187;NLG1V:FI
2015;-;-;-;-;-;-;-;-;;;-;-;-;FI4000410881;OPTOMED:FI
2016;7;-;4;54.8;-3;-39.8;-0.21;-;;;-28.2;-75.9;-37.6;FI4000410881;OPTOMED:FI
2017;7;4.4;4;54.8;-3;-41.0;-0.22;-4.8;;;-28.9;-123.2;-40.3;FI4000410881;OPTOMED:FI
2018;13;84.6;8;64.1;-0;-3.1;-0.10;53.9;;;-8.5;-39.5;-11.2;FI4000410881;OPTOMED:FI
2019;15;17.6;10;64.7;-3;-17.3;-0.32;-216.8;;;-9.5;-20.4;-11.6;FI4000410881;OPTOMED:FI
2020;13;-13.1;9;67.6;-3;-19.3;-0.24;25.0;;;-9.0;-14.9;-10.5;FI4000410881;OPTOMED:FI
2021;15;14.1;10;65.6;-4;-29.4;-0.32;-33.3;;;-14.1;-22.9;-16.3;FI4000410881;OPTOMED:FI
2012;3;143.3;2;74.9;2;59.2;1.14;111.1;-;-;5.4;10.5;6.5;FI4000349113;OVARO:FI
2013;10;204.5;8;84.0;7;76.8;3.19;179.8;-;-;11.2;20.8;11.4;FI4000349113;OVARO:FI
2014;15;58.3;12;79.2;10;64.6;1.83;-42.6;1.12;-;7.5;14.1;7.8;FI4000349113;OVARO:FI
2015;18;14.3;12;68.1;10;55.6;0.96;-47.5;1.20;7.1;4.1;8.4;4.4;FI4000349113;OVARO:FI
2016;13;-28.4;6;45.9;3;25.8;0.17;-82.3;1.08;-10.0;0.7;1.6;0.8;FI4000349113;OVARO:FI
2017;13;6.0;6;47.8;4;30.2;-0.29;-270.6;0.09;-91.7;-1.3;-2.9;-1.4;FI4000349113;OVARO:FI
2018;13;-3.6;7;54.7;4;30.8;-1.53;-427.6;-;-100.0;-7.6;-17.1;-8.0;FI4000349113;OVARO:FI
2019;11;-14.4;6;50.7;3;31.2;-0.68;55.6;-;-;-3.7;-8.5;-4.1;FI4000349113;OVARO:FI
2020;10;-11.8;5;48.4;3;29.4;-1.24;-82.4;-;-;-8.3;-17.7;-9.1;FI4000349113;OVARO:FI
2021;8;-15.6;4;46.3;1;17.6;-1.44;-16.1;-;-;-14.9;-25.2;-15.8;FI4000349113;OVARO:FI
2012;148;4.8;44;30.0;5;3.6;-0.04;-305.3;0.05;-;-1.4;-4.3;-2.0;FI0009800379;PNA1V:FI
2013;137;-7.3;40;28.9;4;3.1;-0.10;-143.6;-;-100.0;-3.3;-9.8;-3.8;FI0009800379;PNA1V:FI
2014;121;-11.6;39;31.9;8;6.7;0.09;198.9;-;-;3.7;11.2;4.3;FI0009800379;PNA1V:FI
2015;148;22.4;49;33.0;7;4.9;0.14;46.8;0.04;-;4.7;13.3;5.0;FI0009800379;PNA1V:FI
2016;162;9.5;54;33.3;10;6.0;0.07;-50.0;0.05;25.0;2.2;5.9;2.2;FI0009800379;PNA1V:FI
2017;151;-7.1;37;24.6;3;1.9;0.04;-49.3;0.04;-20.0;1.0;3.2;1.1;FI0009800379;PNA1V:FI
2018;185;22.9;59;31.6;7;3.5;0.46;1,214.3;-;-100.0;11.1;32.4;11.9;FI0009800379;PNA1V:FI
2019;183;-1.2;57;31.3;3;1.5;0.03;-93.3;0.05;-;0.8;2.0;0.9;FI0009800379;PNA1V:FI
2020;133;-27.3;44;33.0;4;3.2;-0.08;-367.7;0.05;-;-2.1;-5.8;-2.3;FI0009800379;PNA1V:FI
2021;133;0.1;41;30.9;2;1.5;-0.03;61.4;0.03;-40.0;-0.9;-2.5;-0.9;FI0009800379;PNA1V:FI
2012;94;6.0;51;54.0;8;8.9;0.60;66.7;0.45;-55.0;9.7;18.5;11.9;FI0009900468;PUMU:FI
2013;93;-1.1;50;53.5;7;7.8;0.25;-58.3;0.30;-33.3;4.0;7.5;4.8;FI0009900468;PUMU:FI
2014;96;3.6;50;51.7;6;6.5;0.27;8.0;-;-100.0;3.9;8.1;4.7;FI0009900468;PUMU:FI
2015;86;-11.3;44;51.5;4;5.1;0.50;85.2;0.30;-;6.9;14.4;8.2;FI0009900468;PUMU:FI
2016;77;-9.4;40;51.8;2;2.6;0.99;98.0;0.30;-;14.7;25.2;17.6;FI0009900468;PUMU:FI
2017;76;-2.2;41;53.8;2;3.1;0.34;-65.7;0.50;66.7;5.4;7.9;6.4;FI0009900468;PUMU:FI
2018;88;15.6;45;50.8;0;0.5;0.15;-55.9;-;-100.0;2.2;3.7;2.6;FI0009900468;PUMU:FI
2019;107;22.6;56;52.0;-0;-0.3;0.18;20.0;0.25;-;2.3;4.7;2.8;FI0009900468;PUMU:FI
2020;103;-4.2;55;53.8;-2;-2.4;-0.06;-133.3;-;-100.0;-0.7;-1.5;-0.8;FI0009900468;PUMU:FI
2021;106;3.1;58;54.3;-2;-1.8;0.36;700.0;0.15;-;4.2;10.0;5.3;FI0009900468;PUMU:FI
2012;9;23.6;4;47.2;1;9.4;0.05;24.4;0.03;-;9.1;22.2;19.2;FI0009008668;QPR1V:FI
2013;9;-6.8;4;42.6;1;6.7;0.04;-19.6;0.04;35.7;6.9;17.8;16.5;FI0009008668;QPR1V:FI
2014;10;9.8;4;45.9;1;11.5;0.07;70.7;0.04;-;10.7;29.3;28.8;FI0009008668;QPR1V:FI
2015;9;-1.1;4;40.5;0;3.9;0.03;-61.4;0.05;23.7;4.1;11.1;10.2;FI0009008668;QPR1V:FI
2016;9;-8.5;4;47.3;1;8.8;0.05;66.7;0.02;-59.6;7.1;18.4;17.0;FI0009008668;QPR1V:FI
2017;9;3.6;3;29.7;-0;-1.2;-0.02;-153.3;0.03;47.4;-4.0;-9.8;-9.8;FI0009008668;QPR1V:FI
2018;10;12.3;3;31.6;1;5.2;0.03;208.3;0.03;-;4.8;11.4;11.4;FI0009008668;QPR1V:FI
2019;10;-5.3;2;25.6;-0;-2.2;-0.01;-146.2;-;-100.0;-2.4;-5.7;-5.2;FI0009008668;QPR1V:FI
2020;9;-5.7;2;26.8;-1;-10.4;-0.06;-433.3;-;-;-12.4;-35.9;-28.4;FI0009008668;QPR1V:FI
2021;9;1.9;3;30.3;-1;-13.6;-0.11;-67.2;-;-;-22.8;-123.9;-61.8;FI0009008668;QPR1V:FI
2012;101;36.3;46;45.5;5;4.9;0.74;374.1;0.30;-;5.2;12.9;8.2;FI0009004741;RAUTE:FI
2013;83;-17.8;42;50.0;2;2.0;0.30;-59.5;0.50;66.7;2.1;5.0;3.7;FI0009004741;RAUTE:FI
2014;94;12.9;44;46.7;3;2.9;0.59;96.7;0.30;-40.0;4.7;9.8;8.3;FI0009004741;RAUTE:FI
2015;127;35.4;59;46.3;9;7.2;1.64;178.0;0.20;-33.3;11.7;24.7;22.9;FI0009004741;RAUTE:FI
2016;113;-11.1;58;51.7;7;6.6;1.59;-3.0;0.80;300.0;10.2;20.9;19.5;FI0009004741;RAUTE:FI
2017;148;30.9;69;46.9;11;7.6;2.11;32.7;1.00;25.0;11.5;24.4;23.0;FI0009004741;RAUTE:FI
2018;181;22.2;80;44.4;15;8.1;2.76;30.8;1.25;25.0;12.9;27.6;26.8;FI0009004741;RAUTE:FI
2019;151;-16.4;73;48.4;8;5.4;1.79;-35.1;1.40;12.0;8.2;16.0;14.8;FI0009004741;RAUTE:FI
2020;115;-24.0;54;47.0;-3;-2.5;-0.43;-124.0;1.45;3.6;-2.1;-4.1;-3.6;FI0009004741;RAUTE:FI
2021;142;23.7;66;46.2;-2;-1.6;-0.42;2.3;0.80;-44.8;-1.8;-4.8;-3.9;FI0009004741;RAUTE:FI
2012;106;3.3;32;30.2;1;0.8;-1.25;72.8;-;-;-9.2;-70.3;-19.8;FI0009800296;REKA:FI
2013;83;-21.8;24;29.5;-1;-1.2;-0.20;84.0;-;-;-2.1;-14.4;-3.1;FI0009800296;REKA:FI
2014;80;-3.5;23;29.3;-1;-0.9;0.30;250.0;-;-;3.9;21.2;5.3;FI0009800296;REKA:FI
2015;85;5.6;24;28.4;-2;-2.5;-0.62;-306.7;-;-;-7.9;-48.4;-11.4;FI0009800296;REKA:FI
2016;101;19.5;31;31.0;6;5.8;0.55;188.7;-;-;7.1;48.9;12.5;FI0009800296;REKA:FI
2017;111;9.7;30;27.3;5;4.5;0.51;-7.3;0.04;-;7.0;32.9;14.6;FI0009800296;REKA:FI
2018;104;-6.4;27;25.8;1;0.9;-0.09;-117.6;0.08;100.0;-1.2;-5.6;-2.6;FI0009800296;REKA:FI
2019;97;-6.1;25;25.1;0;0.3;-0.24;-166.7;0.02;-75.0;-2.7;-19.0;-5.6;FI0009800296;REKA:FI
2020;120;23.6;35;29.5;3;2.7;0.16;166.7;-;-100.0;1.4;11.3;2.7;FI0009800296;REKA:FI
2021;158;31.3;45;28.3;5;3.0;0.17;6.3;0.05;-;1.4;9.9;2.5;FI0009800296;REKA:FI
2012;31;-;11;36.1;2;6.0;0.07;-;-;-;-;-;-;FI4000150016;ROBIT:FI
2013;34;10.6;13;39.7;3;9.4;0.13;92.8;-;-;9.1;22.9;11.7;FI4000150016;ROBIT:FI
2014;38;12.7;15;39.4;4;9.8;0.29;118.0;-;-;11.5;25.4;14.8;FI4000150016;ROBIT:FI
2015;46;19.1;17;38.3;3;7.4;0.17;-41.4;-;-;4.7;7.4;5.6;FI4000150016;ROBIT:FI
2016;64;40.5;25;39.1;5;7.7;0.26;52.9;0.04;-;4.5;8.2;5.2;FI4000150016;ROBIT:FI
2017;88;37.7;33;37.1;-2;-2.6;-0.27;-203.8;0.10;150.0;-3.8;-7.3;-4.3;FI4000150016;ROBIT:FI
2018;83;-6.3;8;9.2;-30;-35.7;-1.49;-451.9;0.10;-;-22.6;-41.9;-25.9;FI4000150016;ROBIT:FI
2019;86;4.6;24;27.8;-6;-7.0;-0.35;76.5;-;-100.0;-6.5;-13.4;-7.8;FI4000150016;ROBIT:FI
2020;92;6.0;27;29.3;1;0.7;-0.14;60.0;-;-;-2.7;-5.9;-3.5;FI4000150016;ROBIT:FI
2021;101;10.0;30;29.3;2;2.0;0.04;128.6;-;-;0.8;1.8;1.0;FI4000150016;ROBIT:FI
2011;55;22.7;53;95.6;15;27.4;3.84;77.0;1.06;152.4;12.0;22.2;14.6;FI0009800551;SAGCV:FI
2012;60;8.8;50;82.6;17;28.1;4.69;22.1;1.45;36.8;12.8;23.1;15.9;FI0009800551;SAGCV:FI
2014;50;-17.1;37;74.4;-1;-2.7;0.41;-91.3;2.05;41.4;0.8;1.7;1.0;FI0009800551;SAGCV:FI
2015;59;17.5;46;78.0;4;6.2;2.06;402.4;0.70;-65.9;3.3;8.0;3.9;FI0009800551;SAGCV:FI
2016;43;-26.5;32;74.5;-7;-16.3;-0.68;-133.0;1.00;42.9;-1.1;-2.7;-1.3;FI0009800551;SAGCV:FI
2017;53;22.6;43;82.2;5;9.7;2.05;401.5;0.20;-80.0;3.6;8.0;4.6;FI0009800551;SAGCV:FI
2018;46;-13.2;34;73.9;-5;-10.6;-0.43;-121.0;-;-100.0;-0.8;-1.6;-1.1;FI0009800551;SAGCV:FI
2019;45;-2.3;33;74.3;-3;-6.6;-0.19;55.8;0.50;-;-0.4;-0.8;-0.5;FI0009800551;SAGCV:FI
2020;28;-36.9;20;69.4;-13;-46.1;-2.37;-1,147.4;-;-100.0;-4.7;-10.2;-5.7;FI0009800551;SAGCV:FI
2021;51;80.8;42;81.5;10;18.8;3.63;253.2;-;-;8.1;15.3;9.9;FI0009800551;SAGCV:FI
2012;3;21.1;3;94.5;6;169.0;0.08;260.0;0.06;-;3.0;5.2;5.1;FI0009008924;SIEVI:FI
2013;-0;-114.4;-1;159.2;0;-35.0;0.00;-97.5;-;-100.0;0.1;0.1;0.1;FI0009008924;SIEVI:FI
2014;2;557.6;2;86.5;-2;-96.7;-0.02;-1,100.0;0.05;-;-1.6;-1.8;-1.7;FI0009008924;SIEVI:FI
2015;4;65.4;3;87.1;11;292.7;0.14;800.0;0.20;300.0;10.6;11.4;11.0;FI0009008924;SIEVI:FI
2016;6;59.5;5;91.8;10;175.3;0.17;21.4;-;-100.0;16.4;17.7;17.4;FI0009008924;SIEVI:FI
2017;3;-53.8;2;74.7;16;591.8;0.22;29.4;-;-;20.6;27.2;22.2;FI0009008924;SIEVI:FI
