index;Revenue;"Revenue Growth";"Gross Profit";"Gross Margin ";"Operating Profit";"Operating Margin ";"Earnings Per Share";"EPS Growth";"Dividends Per Share";"Dividend Growth";"Return on Assets";"Return on Equity";"Return on Invested Capital";ISIN;ticker
2015;135;12.5;102;75.3;-26;-19.3;-0.15;86.3;;;-8.9;-23.4;-11.5;DK0010247956;BIF:DK
2016;134;-0.7;103;77.0;-42;-31.6;-0.23;-52.9;;;-17.4;-32.7;-22.1;DK0010247956;BIF:DK
2017;145;8.3;113;77.9;-18;-12.5;-0.07;69.2;;;-13.4;-19.2;-17.9;DK0010247956;BIF:DK
2018;186;27.6;139;74.8;-19;-10.3;0.03;137.5;;;4.6;7.7;7.0;DK0010247956;BIF:DK
2019;175;-5.7;130;74.4;-42;-24.0;-0.25;-1,025.9;;;-31.4;-79.9;-48.7;DK0010247956;BIF:DK
2020;113;-35.3;85;75.2;-15;-13.2;-0.05;80.0;;;-10.4;-24.2;-16.5;DK0010247956;BIF:DK
2021;290;156.0;227;78.3;65;22.5;0.15;400.0;;;27.7;42.2;42.1;DK0010247956;BIF:DK
2012;18;-3.9;11;61.9;-14;-77.7;-0.20;4.7;;;-74.6;-1,054.1;-103.1;DK0011048619;BIOPOR:DK
2013;17;-6.9;9;54.4;-20;-119.1;-0.23;-14.4;;;-63.6;-108.1;-81.3;DK0011048619;BIOPOR:DK
2014;19;12.5;13;70.6;-15;-81.6;-0.09;60.6;;;-29.4;-36.8;-36.7;DK0011048619;BIOPOR:DK
2015;20;9.0;15;76.0;-13;-62.6;-0.07;18.7;;;-24.9;-29.3;-29.3;DK0011048619;BIOPOR:DK
2016;21;1.7;16;75.7;-25;-120.9;-0.14;-89.2;;;-45.8;-51.4;-51.3;DK0011048619;BIOPOR:DK
2017;25;21.4;18;72.5;-36;-145.1;-0.18;-30.0;;;-55.5;-64.3;-64.2;DK0011048619;BIOPOR:DK
2018;26;3.4;18;68.6;-42;-160.6;-0.20;-8.8;;;-57.7;-67.8;-67.8;DK0011048619;BIOPOR:DK
2019;27;2.3;17;65.1;-74;-279.1;-0.41;-107.1;;;-127.9;-170.9;-167.7;DK0011048619;BIOPOR:DK
2020;23;-12.8;13;57.5;-64;-274.0;-0.30;26.8;;;-67.3;-97.5;-90.7;DK0011048619;BIOPOR:DK
2021;24;4.5;15;62.0;-65;-269.0;-0.21;30.0;;;-51.6;-77.8;-69.2;DK0011048619;BIOPOR:DK
2012;290;-21.2;138;47.6;-14;-4.8;-0.05;-400.0;;;-3.8;-5.9;-4.5;DK0010271584;CEMAT:DK
2013;312;7.8;144;46.2;-6;-2.0;-0.02;60.0;;;-1.4;-2.3;-1.6;DK0010271584;CEMAT:DK
2014;272;-12.7;131;48.0;-39;-14.2;-0.08;-300.0;;;-6.5;-11.4;-7.4;DK0010271584;CEMAT:DK
2015;14;-94.7;10;70.9;-14;-94.8;-0.17;-112.5;;;-15.3;-29.8;-17.7;DK0010271584;CEMAT:DK
2016;25;75.9;17;67.7;-17;-67.8;-0.10;41.2;;;-13.2;-21.8;-14.7;DK0010271584;CEMAT:DK
2017;39;53.3;18;47.3;3;8.0;-0.01;90.0;;;-1.4;-1.7;-1.5;DK0010271584;CEMAT:DK
2018;39;0.5;19;48.9;2;5.3;-0.00;80.0;;;-0.3;-0.4;-0.3;DK0010271584;CEMAT:DK
2019;35;-10.9;21;61.5;6;18.2;0.02;1,100.0;;;3.1;4.1;3.4;DK0010271584;CEMAT:DK
2020;20;-44.0;15;75.0;1;5.5;0.01;-50.0;;;1.7;2.3;1.8;DK0010271584;CEMAT:DK
2021;21;8.9;16;76.2;3;15.6;0.10;900.0;;;14.7;20.3;16.6;DK0010271584;CEMAT:DK
2012;80;1.2;7;8.5;1;1.8;-5.10;-206.3;-;-;-1.7;-2.6;-2.2;DK0015205637;DANT:DK
2013;67;-16.1;9;12.9;2;3.3;7.60;249.0;-;-;2.7;3.9;3.3;DK0015205637;DANT:DK
2014;61;-8.2;9;15.3;3;4.5;3.30;-56.6;-;-;1.3;1.7;1.6;DK0015205637;DANT:DK
2015;65;6.5;11;17.1;4;5.5;11.90;260.6;-;-;4.4;5.7;5.6;DK0015205637;DANT:DK
2016;57;-13.0;9;15.4;1;2.5;0.30;-97.5;-;-;0.1;0.2;0.2;DK0015205637;DANT:DK
2017;40;-29.1;12;29.7;5;12.8;26.30;8,666.7;DKK10.00;-;10.0;11.7;11.7;DK0015205637;DANT:DK
2018;44;8.9;11;24.1;4;9.4;18.00;-31.6;DKK13.00;30.0;6.8;7.7;7.7;DK0015205637;DANT:DK
2019;33;-23.8;7;20.6;1;2.0;20.50;13.9;-;-100.0;7.8;8.5;8.5;DK0015205637;DANT:DK
2020;23;-30.2;5;22.4;-1;-3.0;0.20;-99.0;-;-;0.1;0.1;0.1;DK0015205637;DANT:DK
2021;27;14.3;7;27.0;1;4.6;73.70;36,750.0;-;-;26.7;28.3;28.2;DK0015205637;DANT:DK
2012;2542;-59.5;854;33.6;54;2.1;11,700.00;-12.0;DKK5,000.00;-;2.2;4.7;2.7;DK0061277894;EAC:DK
2013;2355;-7.4;271;11.5;24;1.0;-140,000.00;-1,296.6;-;-100.0;-27.4;-73.8;-43.4;DK0061277894;EAC:DK
2014;2518;6.9;1116;44.3;28;1.1;27,557.10;119.7;-;-;9.2;30.3;20.6;DK0061277894;EAC:DK
2015;2788;10.7;1219;43.7;19;0.7;-2,239.15;-108.1;-;-;-1.7;-4.0;-2.9;DK0061277894;EAC:DK
2016;2517;-9.7;287;11.4;23;0.9;-7,432.52;-231.9;-;-;-4.9;-12.6;-8.7;DK0061277894;EAC:DK
2017;1851;-26.5;229;12.4;39;2.1;2,233.39;130.0;-;-;1.7;4.5;3.2;DK0061277894;EAC:DK
2018;4;-99.8;-1;-20.0;6;160.0;-43,309.90;-2,039.2;-;-;-41.2;-135.1;-80.1;DK0061277894;EAC:DK
2019;5;20.5;1;22.2;-5;-115.6;-6,973.10;83.9;-;-;-16.7;-82.6;-33.6;DK0061277894;EAC:DK
2020;3;-35.6;1;44.8;-2;-58.6;427.60;106.1;-;-;8.0;8.4;8.4;DK0061277894;EAC:DK
2021;1;-75.9;1;100.0;-1;-200.0;-50.20;-111.7;-;-;-0.9;-0.9;-0.9;DK0061277894;EAC:DK
2012;40;147.1;40;100.0;32;80.6;7.00;133.5;DKK2.00;-42.9;10.3;11.5;10.4;DK0010305077;ESG:DK
2013;75;86.6;75;100.0;67;90.0;14.90;112.9;DKK3.00;50.0;16.8;21.3;18.3;DK0010305077;ESG:DK
2014;-31;-142.1;-31;100.0;-41;129.0;-9.90;-166.4;DKK4.00;33.3;-11.4;-15.3;-12.7;DK0010305077;ESG:DK
2015;127;502.5;127;100.0;121;95.4;29.10;393.9;DKK3.00;-25.0;33.1;38.9;35.6;DK0010305077;ESG:DK
2016;7;-94.7;5;70.5;24;351.9;5.90;-79.7;DKK4.00;33.3;6.1;6.9;6.5;DK0010305077;ESG:DK
2017;7;6.3;5;75.4;10;140.1;3.40;-42.4;DKK3.50;-12.5;3.7;4.1;3.8;DK0010305077;ESG:DK
2018;15;113.1;15;97.5;-22;-146.5;-9.70;-385.3;DKK4.00;14.3;-14.6;-19.0;-14.6;DK0010305077;ESG:DK
2019;96;532.6;96;99.7;95;98.8;-0.03;99.7;-;-100.0;-0.1;-0.2;-0.1;DK0010305077;ESG:DK
2020;-;-100.0;-1;-;-2;-;-0.10;-284.6;DKK2.70;-;-1.1;-1.1;-1.1;DK0010305077;ESG:DK
2021;3;-;-0;-14.0;-29;-964.9;-5.11;-5,010.0;-;-100.0;-84.9;-135.4;-116.7;DK0010305077;ESG:DK
2012;83;1,274.1;-28;-34.3;-34;-41.5;-18,885.00;-75,539,900.0;;;-7.0;-22.2;-7.3;DK0060522746;FED:DK
2013;81;-2.1;56;69.3;48;59.1;-14.31;99.9;;;-3.7;-17.9;-3.9;DK0060522746;FED:DK
2014;73;-10.4;44;60.7;38;52.5;2.27;115.9;;;0.6;2.7;0.6;DK0060522746;FED:DK
2015;85;17.0;56;66.4;47;55.5;12.03;430.0;;;3.1;13.3;3.2;DK0060522746;FED:DK
2016;80;-5.9;50;62.5;41;51.0;10.01;-16.8;;;2.6;9.9;2.7;DK0060522746;FED:DK
2017;78;-2.3;50;63.7;40;50.8;10.89;8.8;;;3.0;9.7;3.1;DK0060522746;FED:DK
2018;72;-7.8;44;61.5;33;46.0;12.54;15.2;;;3.5;10.1;3.6;DK0060522746;FED:DK
2019;76;5.4;46;60.5;34;44.7;17.28;37.8;;;4.5;12.5;4.7;DK0060522746;FED:DK
2020;65;-14.7;35;53.6;24;36.5;10.04;-41.9;;;2.3;6.5;2.5;DK0060522746;FED:DK
2021;77;19.5;48;62.6;37;47.2;29.91;197.9;;;6.4;17.2;6.9;DK0060522746;FED:DK
2012;108;-16.4;-37;-33.8;-28;-25.6;-5.82;-404.7;-;-;-5.7;-8.2;-6.8;DK0060056166;FFARMS:DK
2013;114;5.6;0;0.3;11;10.0;0.59;110.1;-;-;0.6;0.9;0.7;DK0060056166;FFARMS:DK
2014;125;9.5;-8;-6.3;12;9.4;1.87;216.9;-;-;1.8;2.7;2.0;DK0060056166;FFARMS:DK
2015;112;-10.5;-36;-32.0;-15;-13.6;-4.66;-349.2;-;-;-4.3;-6.9;-4.8;DK0060056166;FFARMS:DK
2016;130;16.5;-35;-26.7;-3;-2.6;-2.75;41.0;-;-;-2.5;-4.3;-2.8;DK0060056166;FFARMS:DK
2017;191;46.4;-14;-7.5;16;8.2;0.43;115.8;-;-;0.6;1.1;0.6;DK0060056166;FFARMS:DK
2018;249;30.5;-13;-5.1;20;8.0;1.32;204.1;-;-;1.2;2.4;1.3;DK0060056166;FFARMS:DK
2019;328;31.8;11;3.3;43;13.1;3.33;152.3;DKK0.53;-;2.4;5.9;2.8;DK0060056166;FFARMS:DK
2020;314;-4.2;62;19.8;1;0.3;3.36;0.9;-;-100.0;2.2;5.7;2.7;DK0060056166;FFARMS:DK
2021;370;17.8;104;28.2;43;11.7;4.06;20.8;DKK0.75;-;3.1;6.9;3.6;DK0060056166;FFARMS:DK
2012;44;-13.4;31;70.6;26;58.5;1.80;99.8;;;0.8;2.3;0.9;DK0060093524;GERHSP:DK
2013;41;-7.3;34;83.0;26;64.4;5.29;194.1;;;2.3;6.5;2.5;DK0060093524;GERHSP:DK
2014;41;1.4;36;86.5;27;65.0;5.28;-0.2;;;2.3;6.0;2.4;DK0060093524;GERHSP:DK
2015;41;-0.1;36;86.8;28;68.0;11.05;109.1;;;4.4;10.9;4.7;DK0060093524;GERHSP:DK
2016;41;-0.3;34;82.7;26;63.7;15.99;44.8;;;6.0;13.6;6.4;DK0060093524;GERHSP:DK
2017;38;-7.7;31;80.9;21;55.1;22.77;42.4;;;8.2;16.2;8.7;DK0060093524;GERHSP:DK
2018;43;14.5;32;73.2;23;52.8;3.36;-85.3;;;1.2;2.2;1.3;DK0060093524;GERHSP:DK
2019;48;11.2;37;77.0;29;59.4;6.95;106.9;;;2.3;4.3;2.6;DK0060093524;GERHSP:DK
2020;44;-8.5;33;73.6;23;52.3;-15.92;-329.2;;;-5.5;-10.3;-5.9;DK0060093524;GERHSP:DK
2021;42;-4.7;33;77.4;23;55.4;8.40;152.8;;;3.0;5.5;3.2;DK0060093524;GERHSP:DK
2012;398;36.0;126;31.7;46;11.5;12.20;177.3;DKK1.80;-;7.7;19.7;11.3;DK0010249309;GJ:DK
2013;377;-5.4;99;26.3;26;6.9;12.00;-1.6;-;-100.0;6.0;15.8;9.0;DK0010249309;GJ:DK
2014;321;-14.9;66;20.6;-3;-0.8;-3.50;-129.2;-;-;-1.6;-4.2;-2.2;DK0010249309;GJ:DK
2015;312;-2.8;67;21.4;-2;-0.6;-1.70;51.4;-;-;-0.8;-2.1;-1.1;DK0010249309;GJ:DK
2016;293;-5.9;59;20.0;-6;-2.2;-5.50;-223.5;-;-;-2.6;-6.7;-3.6;DK0010249309;GJ:DK
2017;264;-10.0;32;12.0;-52;-19.5;-37.80;-587.3;-;-;-20.0;-58.1;-27.6;DK0010249309;GJ:DK
2019;227;-13.8;44;19.2;-3;-1.3;-3.80;89.9;-;-;-2.7;-8.5;-3.8;DK0010249309;GJ:DK
2020;196;-14.0;35;18.0;-15;-7.8;-10.10;-165.8;-;-;-7.6;-22.9;-10.3;DK0010249309;GJ:DK
2021;137;-30.0;28;20.7;3;2.1;0.50;105.0;-;-;0.4;1.2;0.5;DK0010249309;GJ:DK
2022;147;7.4;39;26.6;18;12.3;6.70;1,240.0;-;-;5.6;15.1;7.3;DK0010249309;GJ:DK
2014;-;-;-;-;-;-;-;-;;;-;-;-;DK0060817898;GREENM:DK
2015;0;-;0;97.2;0;73.6;0.04;-;;;33.7;48.4;48.4;DK0060817898;GREENM:DK
2016;0;283.0;-1;-279.8;-6;-1,394.3;-4.35;-10,461.9;;;-17.0;-1,662.4;-22.4;DK0060817898;GREENM:DK
2017;14;3,400.5;14;100.0;-32;-222.0;-18.26;-319.5;;;-43.2;-197.6;-53.4;DK0060817898;GREENM:DK
2018;25;78.9;25;100.0;-29;-114.3;-17.51;4.1;;;-53.6;-237.4;-69.8;DK0060817898;GREENM:DK
2019;33;31.4;33;100.0;-29;-85.8;-14.90;14.9;;;-42.3;-217.7;-66.0;DK0060817898;GREENM:DK
2020;35;3.7;35;100.0;-57;-165.5;-23.87;-60.2;;;-47.7;-143.9;-68.3;DK0060817898;GREENM:DK
2021;62;80.1;62;100.0;-49;-78.4;-15.39;35.5;;;-23.9;-50.6;-30.2;DK0060817898;GREENM:DK
2012;514;-5.0;144;28.0;-4;-0.7;-36.80;-342.1;;;-10.7;-45.5;-15.1;DK0010212224;IMAIL:DK
2013;483;-6.0;132;27.3;-10;-2.1;-49.90;-35.6;;;-15.6;-124.7;-27.8;DK0010212224;IMAIL:DK
2014;416;-13.9;109;26.2;1;0.2;-3.70;92.6;;;-1.3;-25.9;-1.9;DK0010212224;IMAIL:DK
2015;367;-11.8;105;28.7;11;3.1;5.50;248.6;;;2.1;36.7;2.6;DK0010212224;IMAIL:DK
2016;331;-9.9;88;26.6;2;0.7;-4.30;-178.2;;;-1.8;-26.2;-2.1;DK0010212224;IMAIL:DK
2017;137;-58.5;43;31.3;10;7.0;-12.50;-190.7;;;-5.5;-143.5;-7.0;DK0010212224;IMAIL:DK
2018;135;-1.4;41;30.5;-16;-11.4;-2.90;76.8;;;-3.3;-61.6;-5.3;DK0010212224;IMAIL:DK
2019;135;-0.3;41;30.7;6;4.2;-;100.0;;;0.1;0.9;0.2;DK0010212224;IMAIL:DK
2020;113;-16.5;33;29.2;1;1.2;-0.90;-;;;-2.0;-19.8;-2.7;DK0010212224;IMAIL:DK
2021;106;-5.8;38;35.5;9;8.4;0.80;188.9;;;2.1;18.4;2.9;DK0010212224;IMAIL:DK
2012;9735;4.6;-63;-0.6;-507;-5.2;-2,325.91;-3,647.3;;-100.0;-10.2;-48.3;-47.1;DK0010255975;MTHH:DK
2013;7464;-23.3;553;7.4;106;1.4;64.04;102.8;;-;0.8;3.3;3.1;DK0010255975;MTHH:DK
2014;6979;-6.5;693;9.9;244;3.5;-645.39;-1,107.8;;-;-8.8;-33.5;-31.6;DK0010255975;MTHH:DK
2015;6531;-6.4;772;11.8;320;4.9;352.69;154.6;;-;5.1;20.1;19.1;DK0010255975;MTHH:DK
2016;6797;4.1;505;7.4;52;0.8;-24.62;-107.0;;-;-0.4;-1.3;-1.3;DK0010255975;MTHH:DK
2017;7648;12.5;631;8.2;150;2.0;-161.73;-557.0;;-;-2.3;-9.1;-8.0;DK0010255975;MTHH:DK
2018;58;-99.2;12;21.0;6;9.9;-71.40;55.9;;-;-15.4;-55.9;-45.8;DK0010255975;MTHH:DK
2019;4672;8,024.7;250;5.4;-6;-0.1;8.80;112.3;;-;2.6;17.1;7.2;DK0010255975;MTHH:DK
2020;5780;23.7;435;7.5;114;2.0;12.90;46.6;;-;2.4;17.5;6.8;DK0010255975;MTHH:DK
2021;7203;24.6;534;7.4;136;1.9;15.10;17.1;;-;2.8;17.3;8.3;DK0010255975;MTHH:DK
2012;326;135.7;8;2.5;-6;-2.0;-9.38;-102.4;;;-26.5;999.4;-28.2;DK0060083996;NORDIC:DK
2013;327;0.2;7;2.2;-11;-3.4;2.01;121.5;;;12.8;-356.3;13.6;DK0060083996;NORDIC:DK
2014;302;-7.4;22;7.3;4;1.2;0.06;-97.0;;;1.8;8.4;1.9;DK0060083996;NORDIC:DK
2015;321;6.0;92;28.6;79;24.7;0.21;243.3;;;10.6;38.3;11.1;DK0060083996;NORDIC:DK
2016;252;-21.5;37;14.7;26;10.2;-0.07;-134.5;;;-3.8;-11.6;-3.9;DK0060083996;NORDIC:DK
2017;207;-18.0;10;4.6;-1;-0.5;-0.06;11.3;;;-2.9;-8.9;-2.9;DK0060083996;NORDIC:DK
2018;215;4.1;-18;-8.5;-30;-14.0;-0.39;-523.8;;;-22.3;-103.0;-23.2;DK0060083996;NORDIC:DK
2019;243;12.9;21;8.6;10;4.2;-0.07;83.0;;;-3.9;-40.2;-4.2;DK0060083996;NORDIC:DK
2020;259;6.6;60;23.2;52;20.1;-0.25;-265.7;;;-18.9;-23,868.1;-20.3;DK0060083996;NORDIC:DK
2021;142;-45.3;-3;-1.9;4;2.8;-0.07;73.1;;;-10.9;51.8;-11.7;DK0060083996;NORDIC:DK
2012;1172;-12.6;782;66.7;106;9.0;4.23;-44.3;-;-;1.6;5.1;2.0;DK0010237643;PARKEN:DK
2013;1299;10.8;911;70.1;240;18.5;17.84;321.7;-;-;6.5;18.7;8.2;DK0010237643;PARKEN:DK
2014;1125;-13.4;752;66.9;96;8.5;0.69;-96.1;-;-;0.2;0.7;0.3;DK0010237643;PARKEN:DK
2015;1090;-3.0;709;65.0;34;3.1;-3.52;-610.1;-;-;-1.3;-3.5;-1.6;DK0010237643;PARKEN:DK
2016;1448;32.8;1048;72.4;303;20.9;6.81;293.5;-;-;2.4;6.6;3.1;DK0010237643;PARKEN:DK
2017;858;-40.7;863;100.5;157;18.3;4.17;-38.8;DKK10.00;-;1.5;4.0;2.0;DK0010237643;PARKEN:DK
2018;781;-9.0;586;75.0;28;3.6;-17.17;-511.8;-;-100.0;-6.2;-18.5;-8.6;DK0010237643;PARKEN:DK
2019;835;6.9;627;75.0;1;0.1;5.38;131.3;-;-;2.0;6.3;2.8;DK0010237643;PARKEN:DK
2020;542;-35.1;330;60.9;-209;-38.6;-23.50;-536.8;-;-;-8.3;-30.6;-11.4;DK0010237643;PARKEN:DK
2021;1183;118.4;586;49.5;47;4.0;5.28;122.5;-;-;1.8;7.4;2.4;DK0010237643;PARKEN:DK
2018;-;-;17;-;4;-;0.09;-;;;-;-;-;DK0061283009;PENNEO:DK
2019;28;-;22;80.6;-2;-7.5;-0.11;-222.7;;;-8.5;-35.3;-17.5;DK0061283009;PENNEO:DK
2020;36;28.8;29;80.3;-16;-45.7;-0.65;-501.9;;;-18.9;-38.5;-25.8;DK0061283009;PENNEO:DK
2021;54;52.8;45;82.2;-23;-41.9;-0.72;-10.8;;;-18.6;-32.5;-23.4;DK0061283009;PENNEO:DK
2012;20;1.6;19;93.1;16;81.4;4.39;136.4;-;-;1.9;6.2;2.1;DK0060137594;PRIMOF:DK
2013;20;-0.8;18;89.0;15;77.7;6.80;55.1;-;-;2.9;8.7;3.2;DK0060137594;PRIMOF:DK
2014;21;4.9;19;91.1;17;80.1;8.58;26.2;-;-;2.9;8.1;3.2;DK0060137594;PRIMOF:DK
2015;71;238.7;58;81.9;37;52.5;51.05;495.0;-;-;13.0;35.4;12.1;DK0060137594;PRIMOF:DK
2016;107;51.4;86;80.2;68;63.3;17.68;-65.4;DKK1.50;-;3.7;9.6;3.3;DK0060137594;PRIMOF:DK
2017;114;6.4;79;68.9;64;55.8;22.75;28.7;DKK3.00;100.0;3.6;9.9;4.0;DK0060137594;PRIMOF:DK
2018;164;43.2;113;69.2;98;60.1;22.43;-1.4;-;-100.0;3.1;8.5;4.1;DK0060137594;PRIMOF:DK
2019;164;0.4;115;69.9;100;61.2;30.42;35.6;-;-;3.8;9.8;4.1;DK0060137594;PRIMOF:DK
2020;179;9.2;131;73.1;113;62.9;38.73;27.3;-;-;4.7;11.4;4.3;DK0060137594;PRIMOF:DK
2021;183;1.9;133;72.9;116;63.6;40.62;4.9;DKK5.00;-;4.6;10.1;4.2;DK0060137594;PRIMOF:DK
2012;23;-8.4;16;68.5;1;2.5;-18.50;-399.8;;;-4.9;10.6;-6.5;DK0061152170;ROV:DK
2013;15;-34.1;10;68.4;-4;-26.0;-30.00;-62.2;;;-11.1;-32.3;-14.9;DK0061152170;ROV:DK
2014;16;4.1;11;69.1;-7;-43.7;-30.00;-;;;-15.5;-24.1;-20.9;DK0061152170;ROV:DK
2015;20;26.1;14;73.7;-12;-59.0;-40.00;-33.3;;;-18.9;-35.3;-27.6;DK0061152170;ROV:DK
2016;27;35.6;15;58.1;-16;-60.5;-40.00;-;;;-22.6;-51.1;-36.5;DK0061152170;ROV:DK
2017;39;46.3;29;73.3;-2;-4.4;-10.00;75.0;;;-6.4;-15.5;-10.6;DK0061152170;ROV:DK
2018;25;-35.5;19;74.6;-8;-30.7;-30.00;-200.0;;;-25.6;-54.4;-34.6;DK0061152170;ROV:DK
2019;28;12.2;19;65.9;-3;-10.4;-0.01;100.0;;;-11.5;-22.0;-13.3;DK0061152170;ROV:DK
2020;22;-22.5;17;77.3;-5;-24.4;-14.90;-148,900.0;;;-22.1;-45.4;-28.8;DK0061152170;ROV:DK
2021;28;26.1;19;69.3;-2;-7.2;-7.30;51.0;;;-13.0;-32.4;-19.0;DK0061152170;ROV:DK
2012;4447;3.4;1163;26.2;123;2.8;12.89;93.3;;;5.7;24.8;7.0;DK0010245661;SANI:DK
2013;4307;-3.1;989;23.0;99;2.3;0.78;-93.9;;;0.3;1.3;0.4;DK0010245661;SANI:DK
2014;4375;1.6;986;22.5;98;2.2;4.29;450.0;;;1.9;6.9;2.4;DK0010245661;SANI:DK
2015;4114;-6.0;962;23.4;79;1.9;7.11;65.7;;;3.3;10.5;4.0;DK0010245661;SANI:DK
2016;4343;5.6;1020;23.5;92;2.1;6.49;-8.7;;;3.2;8.7;4.0;DK0010245661;SANI:DK
2017;4519;4.1;994;22.0;105;2.3;4.58;-29.4;;;2.4;5.7;3.2;DK0010245661;SANI:DK
2018;4634;2.5;976;21.1;67;1.4;-14.28;-411.8;;;-7.2;-18.9;-10.4;DK0010245661;SANI:DK
2019;3633;-21.6;808;22.2;-65;-1.8;-17.21;-20.5;;;-9.7;-28.9;-14.8;DK0010245661;SANI:DK
2020;3251;-10.5;755;23.2;-20;-0.6;-1.80;89.5;;;-1.2;-3.6;-1.9;DK0010245661;SANI:DK
2021;3499;7.6;854;24.4;35;1.0;1.37;176.1;;;0.9;2.8;1.6;DK0010245661;SANI:DK
2012;946;-7.4;367;38.8;43;4.5;1.79;167.2;;;0.7;-6.0;2.0;DK0060042612;SBS:DK
2013;1037;9.6;379;36.5;59;5.7;0.08;-95.5;;;0.0;-0.3;0.1;DK0060042612;SBS:DK
2014;1014;-2.2;377;37.2;49;4.8;19.20;23,900.0;;;9.0;-106.7;13.1;DK0060042612;SBS:DK
2015;766;-24.4;292;38.1;40;5.2;-53.60;-379.2;;;-32.1;154.1;-50.6;DK0060042612;SBS:DK
2016;770;0.5;288;37.4;35;4.5;2.00;103.7;;;1.4;-3.3;2.3;DK0060042612;SBS:DK
2017;735;-4.5;291;39.5;46;6.3;6.10;205.0;;;4.4;-11.3;7.3;DK0060042612;SBS:DK
2018;682;-7.2;274;40.2;47;6.8;4.20;-31.1;;;3.0;-8.5;5.2;DK0060042612;SBS:DK
2019;531;-22.2;172;32.4;17;3.3;1.50;-64.3;;;0.9;-3.2;1.5;DK0060042612;SBS:DK
2020;-;-100.0;-;-;-27;-;-3.80;-353.3;;;-2.4;8.2;-3.9;DK0060042612;SBS:DK
2021;8;-;8;100.0;-19;-236.7;67.00;1,863.2;;;59.0;-448.9;87.9;DK0060042612;SBS:DK
2012;70;3.9;70;100.0;14;20.5;-0.65;-268.9;;;-1.2;-4.0;-1.3;DK0010128008;SIF:DK
2013;64;-8.8;64;100.0;15;24.1;0.02;102.5;;;0.0;0.1;0.0;DK0010128008;SIF:DK
2014;59;-8.7;59;100.0;9;15.8;-0.76;-4,831.3;;;-1.5;-4.9;-1.5;DK0010128008;SIF:DK
2015;61;3.7;61;100.0;10;16.0;0.92;221.8;;;1.8;5.9;1.9;DK0010128008;SIF:DK
2016;60;-1.0;60;100.0;13;21.6;0.37;-59.9;;;0.7;2.3;0.7;DK0010128008;SIF:DK
2017;89;48.3;85;94.9;13;14.2;1.42;283.0;;;2.4;8.3;2.7;DK0010128008;SIF:DK
2018;104;16.4;97;93.3;31;30.0;1.32;-6.8;;;2.1;7.2;2.4;DK0010128008;SIF:DK
2019;92;-11.4;85;92.5;28;30.9;1.04;-21.0;;;1.7;5.3;1.9;DK0010128008;SIF:DK
2020;80;-12.8;77;96.5;32;40.4;2.28;118.3;;;3.7;10.7;4.1;DK0010128008;SIF:DK
2021;86;7.6;82;95.0;16;18.3;1.07;-53.1;;;1.7;4.6;1.9;DK0010128008;SIF:DK
2012;-;-100.0;-;-;-39;-;-3.61;-9,125.0;;;-13.5;-28.1;-16.7;DK0060038933;SIG:DK
2013;-;-;-;-;-36;-;-5.18;-43.5;;;-28.9;-60.0;-38.2;DK0060038933;SIG:DK
2014;-;-;-;-;-45;-;-3.21;38.0;;;-32.4;-72.2;-51.5;DK0060038933;SIG:DK
2015;-;-;-;-;-16;-;-1.60;50.2;;;-35.7;-74.6;-59.7;DK0060038933;SIG:DK
2016;257;-;39;15.3;-3;-1.2;-0.11;93.1;;;-4.5;-8.6;-6.5;DK0060038933;SIG:DK
2017;313;22.0;41;13.2;1;0.3;0.05;145.5;;;2.6;3.7;3.7;DK0060038933;SIG:DK
2018;334;6.7;334;100.0;-4;-1.0;0.25;400.0;;;13.5;18.4;17.6;DK0060038933;SIG:DK
2019;-;-100.0;-;-;-3;-;0.01;-96.0;;;0.4;0.4;0.4;DK0060038933;SIG:DK
2020;-;-;-;-;-3;-;0.48;4,700.0;;;17.3;23.0;18.2;DK0060038933;SIG:DK
2021;-;-;-;-;-3;-;0.63;31.3;;;15.2;25.5;15.2;DK0060038933;SIG:DK
2012;353;6.5;75;21.2;12;3.4;2.54;118.2;-;;3.0;11.1;5.8;DK0010231877;SKAKO:DK
2013;345;-2.2;73;21.0;-1;-0.2;-3.96;-256.1;-;;-3.5;-11.2;-6.6;DK0010231877;SKAKO:DK
2014;354;2.4;81;23.0;1;0.4;-2.43;38.6;-;;-3.2;-10.1;-5.9;DK0010231877;SKAKO:DK
2015;319;-9.7;88;27.7;16;5.1;4.30;277.0;-;;5.5;17.1;10.2;DK0010231877;SKAKO:DK
2016;308;-3.5;84;27.4;16;5.3;5.36;24.7;-;;6.8;17.7;13.0;DK0010231877;SKAKO:DK
2017;350;13.7;84;23.9;12;3.4;-2.00;-137.3;-;;-2.4;-6.2;-4.9;DK0010231877;SKAKO:DK
2018;339;-3.2;80;23.5;15;4.4;4.12;306.0;-;;4.9;12.4;10.2;DK0010231877;SKAKO:DK
2019;354;4.4;86;24.3;18;5.1;4.62;12.1;-;;4.9;12.2;9.3;DK0010231877;SKAKO:DK
2020;336;-5.2;78;23.2;15;4.5;3.52;-23.8;-;;3.4;8.6;5.7;DK0010231877;SKAKO:DK
2021;364;8.3;92;25.4;20;5.6;4.28;21.6;DKK3.00;;4.0;10.2;6.7;DK0010231877;SKAKO:DK
